threads,size,mean_duration,ci_duration
1,16,0.0005616999999999999,0.00014389672228527114
1,32,0.0014322,6.472815715659516e-5
1,64,0.0050539999999999995,0.00038594031916289276
1,128,0.019047400000000003,0.0004389818572611451
1,256,0.0747919,0.0003221820445786594
1,512,0.297755,0.001151406537105317
1,1024,1.1890369,0.0017178019298006845
1,2048,4.7529672000000005,0.005677307112756362
1,4096,18.9995831,0.010349293842636208
1,8192,75.9753701,0.013043593377809647
2,16,0.0005527999999999999,6.713011922130533e-5
2,32,0.001433,5.298045929082408e-5
2,64,0.0049418000000000005,6.425160487403319e-5
2,128,0.018918700000000004,7.996356959404812e-5
2,256,0.07487289999999999,0.0011875269081882333
2,512,0.2978925,0.0017941690190911815
2,1024,1.1891916999999999,0.0027986022814286684
2,2048,4.754743599999999,0.006545267079346907
2,4096,19.017666499999997,0.019818698949787435
2,8192,76.1102344,0.3379669087736889
4,16,0.0003490999999999999,4.5032158188466935e-5
4,32,0.0007889,1.3403687054936275e-5
4,64,0.0031735,0.0016627304453151086
4,128,0.010753500000000001,0.0008466132468711899
4,256,0.041550199999999995,0.0004341976851568365
4,512,0.1648647,0.0006217276328425537
4,1024,0.6585218999999999,0.003155778741797695
4,2048,2.6384963999999997,0.01852471463036886
4,4096,10.5503027,0.01895050310328864
4,8192,42.821225999999996,2.292380705151371
8,16,0.00037670000000000005,2.762680855819417e-5
8,32,0.0006401,3.343445701003018e-5
8,64,0.0021650999999999992,3.092758825960331e-5
8,128,0.0081465,2.153523830583054e-5
8,256,0.031135999999999997,0.0025770317387947624
8,512,0.11778570000000002,0.0029484310177328014
8,1024,0.4580769,0.0032999157771043453
8,2048,1.8221956,0.013084949013243608
8,4096,7.272645599999999,0.02751046015966178
8,8192,29.080450299999995,0.05219979661225004
16,16,0.0005044000000000001,4.2594126668669564e-5
16,32,0.0008571000000000001,0.00012372846606806197
16,64,0.0021860000000000004,0.0001891667971805719
16,128,0.007805300000000001,0.0006801837299632111
16,256,0.029038300000000006,0.004069587064612602
16,512,0.11419109999999999,0.006451698883362603
16,1024,0.4416253,0.02642051084591195
16,2048,1.8052668,0.06294857014684871
16,4096,7.224624899999999,0.1217057845010704
16,8192,28.980331999999997,0.2547900605824794
32,16,0.0008101,5.399751582763371e-5
32,32,0.0009968,0.00011146869982196796
32,64,0.0023449,0.0002488598895050072
32,128,0.0069286,0.00025389242810467766
32,256,0.025893999999999993,0.0013456750931616277
32,512,0.0998317,0.003013025019333373
32,1024,0.3947725,0.005676910535478105
32,2048,1.5698588,0.0072116712428377345
32,4096,6.263105099999999,0.020560136930443073
32,8192,25.0308451,0.04101572743365484
