threads,size,mean_duration,ci_duration
1,16,-26066.569314900004,0.009948356135333977
1,32,-26066.588797,0.013932779139874762
1,64,-26066.634544399996,0.0374079307969096
1,128,-26066.780154999997,0.12808492746550085
1,256,-26067.3259975,0.48523172921993646
1,512,-26069.465908699996,1.9103703798565168
1,1024,-26077.9593149,7.599659624291631
1,2048,-26111.819914700005,30.318089313303105
1,4096,-26247.1425338,121.22110235946919
1,8192,-26788.3125713,484.7160821522764
2,16,-27155.866919499997,0.00719366219981963
2,32,-27155.881754199996,0.01031109977590581
2,64,-27155.909803500002,0.021729776587054828
2,128,-27155.988305900002,0.0670007512807797
2,256,-27156.266524099996,0.2453076576769169
2,512,-27157.339745399997,0.9574208250616881
2,1024,-27161.5902094,3.8049397053747236
2,2048,-27178.5418496,15.178635530404067
2,4096,-27246.257673199998,60.64578043142547
2,8192,-27516.969747400006,242.4800136118597
4,16,-27700.8641252,0.007412686762407088
4,32,-27700.8786777,0.009602846333121138
4,64,-27700.900786100003,0.016247851381166214
4,128,-27700.951959699996,0.04198547330852318
4,256,-27701.1183038,0.1448284484408489
4,512,-27701.755455,0.5615797964685205
4,1024,-27704.2563193,2.223489272889423
4,2048,-27714.0926289,8.80177814241802
4,4096,-27753.405125999998,35.274331233603995
4,8192,-27910.8249284,141.44365001973938
8,16,-28018.053616800004,0.007909124771258038
8,32,-28018.0687731,0.009991178493387749
8,64,-28018.091966400003,0.01668021877919299
8,128,-28018.144519999994,0.0439184595115831
8,256,-28018.314166800003,0.1485374143756239
8,512,-28018.955190700002,0.572518293238471
8,1024,-28021.4762851,2.2661783624627874
8,2048,-28031.602572099997,9.08732269446663
8,4096,-28072.0447279,36.216790374319466
8,8192,-28233.631161899997,144.75823610295666
16,16,-28343.3954188,0.008928528571520081
16,32,-28343.4122251,0.01097783650924207
16,64,-28343.437435600004,0.018683491670166908
16,128,-28343.4930253,0.044793997487888
16,256,-28343.664901,0.1488325341800701
16,512,-28344.307250000005,0.5649751872129455
16,1024,-28346.842593600002,2.2715480376841173
16,2048,-28357.070081100002,9.158123328790348
16,4096,-28398.007981400006,36.689572148335735
16,8192,-28561.9531021,146.87077995768448
32,16,-28673.314289399998,0.012298956573798134
32,32,-28673.336558,0.014054831718512573
32,64,-28673.3665557,0.020962759853179105
32,128,-28673.425383300004,0.04607947388180282
32,256,-28673.602140000003,0.15235334794292296
32,512,-28674.251563599995,0.5743884835266309
32,1024,-28676.8047064,2.284123171459774
32,2048,-28687.0832656,9.219814340558784
32,4096,-28728.310153699997,36.95341263877424
32,8192,-28893.5381965,148.0179925157082
